No.,Subject,Review
1251,WOC7015,"Excellent overview of Ancient Greek history. Very much enjoyed the lectures with clear explanations of different aspects of Greek political, military and social structure and the differences between the different polis. Reading material was enjoyable as well -- appreciated the opportunity to read, or reread in many cases, Herodotus, Thucydides and Plutarch. The mixtures of readings also gave the opportunity to view different persons and events from different perspectives which was refreshing. I highly recommend this course to anyone with an interest in Ancient Greece or the beginnings of facets of Western culture."
1252,WOC7015,Professor Andy can tell a story and is the best damn Professor at wesleyan!
1253,WOC7015,"The profesor is excepcional, and have a very good english, Thank you"
1254,WOC7015,"Very interesting class. The readings were helpful in understanding a deep appreciation for the subjects covered. Still dislike the multiple guess questions at the end of each section, think essays would show mastery of the bigger picture, but understand the constrains of time on the professor. Still, I would recommend this class as a basic introduction to Ancie"
1255,WOC7015,"What an excellent course! The lecturer sets a good pace and is very engaging. The subject matter is interesting, and the course hours per week are very reasonable. I also really like the MCQs to consolidate your learning at the end of each lecture."
1256,WOC7015,A very interesting and useful introduction to the Ancient Greeks era.
1257,WOC7015,Good introduction to the period - balances political history with wider social and cultural topics. Well supported by original source material. Maybe the expectations of weekly reading are set a little high for many students. I personally found the sections on early Greece particularly interesting as I was least familiar with that era.
1258,WOC7015,"Excellent course! Very knowledgeable professor, yet easy and pleasant to follow. The programme is well structured and the content approached with some depth (considering the introductory nature of the course). I would have loved to see, though, a focus more on philosophy (pre- and post- socratic), visual arts and the Hellenistic period, as it is most of the times neglected, even in today's historical accounts. Hope to see more courses on Classical Studies soon at Coursera."
1259,WOC7020,The course is ok. But we need really less lectures and more application based courses.
1260,WOC7020,Brilliant course. Superbly assembled and presented material. And I love the prof's wry sense of humour!I've been wanting to learn about this subject for many years. Highly recommended.
1261,WOC7020,"Ancient Greeks is brief overview of Greek civilization from about 1800 to 320 BC, starting with the Minoans of Crete and ending with the death of Alexander the Great. Prof. Andrew Szegedy-Maszak demonstrates great knowledge about the subjects, covering literature, government, and philosophy.Yet the course has two setbacks: 1) The professor stutters through the lectures, displaying his obvious discomfort being on camera; and 2) the overview is very expansive, so there isn't great study in any single theater of Greek civilization.There is, however, solid coverage. I also felt the chapter on the 4th cent. BC, done to address complaints about no coverage of Alexander and Macedon, feels tacked on. It's a long, but somehow hurried lecture.That said, I liked this course. I gained greater knowledge of important political and literary figures, such as Solon and Alcibiades, than I did when I studied the subject back in college."
1262,WOC7020,"Excellent course. Professor's Andy's calm and careful delivery is precise, scholarly and entertaining. I particularly enjoyed the readings, which I urge other students not to skip."
